Conference,paperIdx,tableIdx,rowIdx,colIdx,type,semantic_0,sc_ch_raw,sc_ch_raw_type,human_Check,obj_cell_values,tableLink,paperLink,semantic_0_clean,semantic_1
Nicotine & Tobacco Research,673,4,6,0,sbjCol,risky,Very risky,,,45.9 (41.1 to 50.7); 1.50 (1.13 to 1.98)**,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,7,0,sbjCol,know,Don’t know,,,37.0 (32.7 to 41.6); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,8,0,sbjCol,Gender,Sex,,,***; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,9,0,sbjCol,Gender,Male,,,41.5 (38.2 to 44.8); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,10,0,sbjCol,Gender,Female,,,52.9 (48.1 to 57.6); 1.28 (0.99 to 1.66),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,11,0,sbjCol,Age,Age,,,***; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,12,0,sbjCol,24,18–24,,,69.7 (57.8 to 79.5); 10.56 (4.75 to 23.47)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,13,0,sbjCol,34,25–34,,,61.4 (55.9 to 66.7); 9.78 (5.33 to 17.96)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,14,0,sbjCol,44,35–44,,,48.2 (41.8 to 54.7); 5.60 (3.02 to 10.40)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,15,0,sbjCol,54,45–54,,,37.0 (30.2 to 44.2); 3.20 (1.70 to 6.00)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,16,0,sbjCol,64,55–64,,,39.1 (33.2 to 45.4); 3.84 (2.12 to 6.95)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,17,0,sbjCol,74,65–74,,,24.2 (18.9 to 30.4); 1.91 (1.02 to 3.57)*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,18,0,sbjCol,75,75+,,,13.7 (8.7 to 21.1); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,19,0,sbjCol,Race/Ethnicity,Race/Ethnicity,,,**; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,
Nicotine & Tobacco Research,673,4,20,0,sbjCol,Location,"White, NH",,,42.0 (38.9 to 45.1); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,White; non-Hispanic
Nicotine & Tobacco Research,673,4,21,0,sbjCol,Location,"Black, NH",,,51.5 (42.4 to 60.5); 0.96 (0.62 to 1.50),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Black or African American; non-Hispanic 
Nicotine & Tobacco Research,673,4,22,0,sbjCol,Race/Ethnicity,Hispanic,,,56.7 (49.3 to 63.8); 1.33 (0.93 to 1.90),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,673,4,23,0,sbjCol,Location,"Other, NH",,,41.3 (29.7 to 54.0); 0.75 (0.44 to 1.26),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,Race/Ethnicity,Others; non-Hispanic
Nicotine & Tobacco Research,673,4,24,0,sbjCol,Education,Education,,,**; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,25,0,sbjCol,Less,Less than HS,,,58.1 (47.1 to 68.3); 1.42 (0.80 to 2.52),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,26,0,sbjCol,HS,HS,,,44.8 (39.7 to 50.1); 1.38 (0.99 to 1.94),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,27,0,sbjCol,college,Some college,,,48.8 (44.1 to 53.5); 1.40 (1.05 to 1.86)*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,28,0,sbjCol,degree,College degree +,,,37.8 (33.7 to 42.1); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,29,0,sbjCol,Health knowledge,Physical Health,,,*; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,30,0,sbjCol,Excellent,Excellent or very good,,,46.4 (42.4 to 50.4); 0.68 (0.48 to 0.95)*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,31,0,sbjCol,Good,Good,,,41.5 (37.3 to 45.9); 0.53 (0.38 to 0.75)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,32,0,sbjCol,Fair,Fair or poor,,,51.9 (45.2 to 58.4); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,33,0,sbjCol,Sexual Orientation,Sexual Orientation,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,34,0,sbjCol,Sexual Orientation,Heterosexual,,,44.9 (42.1 to 47.7); 1.26 (0.79 to 2.00),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,35,0,sbjCol,Sexual Orientation,Non-Heterosexual,,,48.1 (37.5 to 59.0); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,36,0,sbjCol,Sexual Orientation,Cigarette smoking status,,,**; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,37,0,sbjCol,Sexual Orientation,Current smoker,,,54.2 (48.9 to 59.4); 1.23 (0.88 to 1.71),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,38,0,sbjCol,Sexual Orientation,Former smoker,,,41.4 (37.2 to 45.6); 1.40 (1.04 to 1.88)*,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,39,0,sbjCol,Sexual Orientation,Never smoker,,,43.5 (38.9 to 48.3); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,40,0,sbjCol,Sexual Orientation,Current LCC use,,,***; ,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,41,0,sbjCol,Sexual Orientation,Not at all,,,39.8 (36.9 to 42.8); REF,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,42,0,sbjCol,Sexual Orientation,Rarely,,,60.8 (53.8 to 67.4); 1.88 (1.33 to 2.67)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,43,0,sbjCol,Sexual Orientation,Some Days,,,70.8 (56.9 to 81.6); 2.79 (1.34 to 5.79)**,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,44,0,sbjCol,Sexual Orientation,Every day,,,70.1 (51.1 to 84.0); 1.64 (0.72 to 3.73),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,0,0,colHd,Perceptions,Perceptions and characteristics Perceptions and characteristics,,,"Overall:; Perception of Risk of Flavors in LCCs; Not at all risky; A little risky; Somewhat risky; Very risky; Don’t know; Sex; Male; Female; Age; 18–24; 25–34; 35–44; 45–54; 55–64; 65–74; 75+; Race/Ethnicity; White, NH; Black, NH; Hispanic; Other, NH; Education; Less than HS; HS; Some college; College degree +; Physical Health; Excellent or very good; Good; Fair or poor; Sexual Orientation; Heterosexual; Non-Heterosexual; Cigarette smoking status; Current smoker; Former smoker; Never smoker; Current LCC use; Not at all; Rarely; Some Days; Every day",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,0,1,colHd,used,Ever used flavored LCCs % (95% CI),,,45.3 (42.6 to 48.0); ***; 60.5 (48.0 to 71.8); 59.4 (50.0 to 68.1); 48.4 (42.3 to 54.5); 45.9 (41.1 to 50.7); 37.0 (32.7 to 41.6); ***; 41.5 (38.2 to 44.8); 52.9 (48.1 to 57.6); ***; 69.7 (57.8 to 79.5); 61.4 (55.9 to 66.7); 48.2 (41.8 to 54.7); 37.0 (30.2 to 44.2); 39.1 (33.2 to 45.4); 24.2 (18.9 to 30.4); 13.7 (8.7 to 21.1); **; 42.0 (38.9 to 45.1); 51.5 (42.4 to 60.5); 56.7 (49.3 to 63.8); 41.3 (29.7 to 54.0); **; 58.1 (47.1 to 68.3); 44.8 (39.7 to 50.1); 48.8 (44.1 to 53.5); 37.8 (33.7 to 42.1); *; 46.4 (42.4 to 50.4); 41.5 (37.3 to 45.9); 51.9 (45.2 to 58.4); Sexual Orientation; 44.9 (42.1 to 47.7); 48.1 (37.5 to 59.0); **; 54.2 (48.9 to 59.4); 41.4 (37.2 to 45.6); 43.5 (38.9 to 48.3); ***; 39.8 (36.9 to 42.8); 60.8 (53.8 to 67.4); 70.8 (56.9 to 81.6); 70.1 (51.1 to 84.0),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,673,4,0,2,colHd,used,Ever used flavored LCCs AORb (95% CI),,,; ; 2.07 (1.16 to 3.69)*; 1.96 (1.26 to 3.06)**; 1.32 (0.94 to 1.86); 1.50 (1.13 to 1.98)**; REF; ; REF; 1.28 (0.99 to 1.66); ; 10.56 (4.75 to 23.47)***; 9.78 (5.33 to 17.96)***; 5.60 (3.02 to 10.40)***; 3.20 (1.70 to 6.00)***; 3.84 (2.12 to 6.95)***; 1.91 (1.02 to 3.57)*; REF; ; REF; 0.96 (0.62 to 1.50); 1.33 (0.93 to 1.90); 0.75 (0.44 to 1.26); ; 1.42 (0.80 to 2.52); 1.38 (0.99 to 1.94); 1.40 (1.05 to 1.86)*; REF; ; 0.68 (0.48 to 0.95)*; 0.53 (0.38 to 0.75)***; REF; Sexual Orientation; 1.26 (0.79 to 2.00); REF; ; 1.23 (0.88 to 1.71); 1.40 (1.04 to 1.88)*; REF; ; REF; 1.88 (1.33 to 2.67)***; 2.79 (1.34 to 5.79)**; 1.64 (0.72 to 3.73),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013715,http://dx.doi.org/10.1093/ntr/ntx153,,
Nicotine & Tobacco Research,680,1,1,0,sbjCol,Demographic variables,Demographic variables,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,2,0,sbjCol,Demographic variables,"Age, years",,,38.7 ± 10.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,3,0,sbjCol,Gender,Sex,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,4,0,sbjCol,Gender,Female,,,102 (26.98),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,5,0,sbjCol,Gender,Male,,,276 (73.02),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,6,0,sbjCol,Race/Ethnicity,Race/ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,Race/Ethnicity,
Nicotine & Tobacco Research,680,1,7,0,sbjCol,Race/Ethnicity,White,,,68 (17.99),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,Race/Ethnicity,White; 
Nicotine & Tobacco Research,680,1,8,0,sbjCol,Race/Ethnicity,Black,,,242 (64.02),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,680,1,9,0,sbjCol,Race/Ethnicity,Hispanic,,,54 (14.29),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,Race/Ethnicity,; Hispanic
Nicotine & Tobacco Research,680,1,10,0,sbjCol,Race/Ethnicity,Other,,,14 (3.70),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,680,1,11,0,sbjCol,Relationship status,Relationship status,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,12,0,sbjCol,Relationship status,Single/not living with significant other,,,308 (81.48),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,13,0,sbjCol,Relationship status,Living with significant other,,,70 (18.52),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,14,0,sbjCol,Education,Highest level of education,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,15,0,sbjCol,Education,Less than high school,,,136 (35.98),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,16,0,sbjCol,Education,High school or equivalent,,,147 (38.89),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,17,0,sbjCol,Education,More than high school,,,95 (25.13),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,18,0,sbjCol,Work status,Work status,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,19,0,sbjCol,Work status,Working full or part time,,,60 (15.87),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,20,0,sbjCol,Work status,Can’t find work,,,95 (25.13),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,21,0,sbjCol,Work status,Not working—other,,,40 (10.58),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,22,0,sbjCol,Work status,Not working—poor health,,,183 (48.41),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,23,0,sbjCol,Route of HIV infection,Route of HIV infection,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,24,0,sbjCol,Route of HIV infection,Heterosexual,,,161 (42.59),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,25,0,sbjCol,Route of HIV infection,MSM,,,141 (37.30),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,26,0,sbjCol,Route of HIV infection,Injection drug use,,,34 (8.99),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,27,0,sbjCol,Route of HIV infection,Other,,,42 (11.11),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,680,1,28,0,sbjCol,Illicit drug use in the past 30 days,Illicit drug use in the past 30 days,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,29,0,sbjCol,Illicit drug use in the past 30 days,Yes,no-meaning,,176 (46.56),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,30,0,sbjCol,Illicit drug use in the past 30 days,No,no-meaning,,202 (53.44),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,31,0,sbjCol,Illicit drug use in the past 30 days,"Nicotine dependence, FTND score",,,4.2 ± 2.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,32,0,sbjCol,Cigarettes smoked each day,Cigarettes smoked each day,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,33,0,sbjCol,Cigarettes smoked each day,>10,no-meaning,,151 (39.95),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,34,0,sbjCol,Cigarettes smoked each day,≤10,,,227 (60.05),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,35,0,sbjCol,Datetime,Time to first cigarette after waking,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,36,0,sbjCol,Datetime,Within 30 min,,,254 (67.20),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,37,0,sbjCol,Datetime,>30 min,,,124 (32.80),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,38,0,sbjCol,"Alcohol use, AUDIT score","Alcohol use, AUDIT score",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,39,0,sbjCol,"Alcohol use, AUDIT score",≥8,,,98 (25.93),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,40,0,sbjCol,"Alcohol use, AUDIT score",<8,no-meaning,,280 (74.07),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,41,0,sbjCol,Psychosocial variables,Psychosocial variables,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,42,0,sbjCol,"Psychosocial variables Depression, CES-D score","Depression, CES-D score",,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,43,0,sbjCol,"Psychosocial variables Depression, CES-D score",≥16,,,254 (67.20),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,44,0,sbjCol,"Psychosocial variables Depression, CES-D score",<16,no-meaning,,124 (32.8),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,45,0,sbjCol,"Psychosocial variables Depression, CES-D score","Negative Affect, PANAS-N score",,,21.3 ± 10.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,46,0,sbjCol,"Psychosocial variables Depression, CES-D score","Positive Affect, PANAS-P score",,,30.8 ± 10.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,47,0,sbjCol,"Psychosocial variables Depression, CES-D score","Social support, ISEL overall score",,,34.7 ± 8.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,0,0,colHd,Characteristic,Characteristic,,,"Demographic variables; Age, years; Sex; Female; Male; Race/ethnicity; White; Black; Hispanic; Other; Relationship status; Single/not living with significant other; Living with significant other; Highest level of education; Less than high school; High school or equivalent; More than high school; Work status; Working full or part time; Can’t find work; Not working—other; Not working—poor health; Route of HIV infection; Heterosexual; MSM; Injection drug use; Other; Illicit drug use in the past 30 days; Yes; No; Nicotine dependence, FTND score; Cigarettes smoked each day; >10; ≤10; Time to first cigarette after waking; Within 30 min; >30 min; Alcohol use, AUDIT score; ≥8; <8; Psychosocial variables; Depression, CES-D score; ≥16; <16; Negative Affect, PANAS-N score; Positive Affect, PANAS-P score; Social support, ISEL overall score",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,680,1,0,1,colHd,     SD,n (%) or mean ± SD,,,; 38.7 ± 10.5; ; 102 (26.98); 276 (73.02); ; 68 (17.99); 242 (64.02); 54 (14.29); 14 (3.70); ; 308 (81.48); 70 (18.52); ; 136 (35.98); 147 (38.89); 95 (25.13); ; 60 (15.87); 95 (25.13); 40 (10.58); 183 (48.41); ; 161 (42.59); 141 (37.30); 34 (8.99); 42 (11.11); ; 176 (46.56); 202 (53.44); 4.2 ± 2.5; ; 151 (39.95); 227 (60.05); ; 254 (67.20); 124 (32.80); ; 98 (25.93); 280 (74.07); ; ; 254 (67.20); 124 (32.8); 21.3 ± 10.1; 30.8 ± 10.5; 34.7 ± 8.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013984,http://dx.doi.org/10.1093/ntr/ntx218,,
Nicotine & Tobacco Research,705,1,1,0,sbjCol,Gender,Gender,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,,
Nicotine & Tobacco Research,705,1,2,0,sbjCol,Gender,Male,,,47.3; 48.5; 46.0–51.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,,
Nicotine & Tobacco Research,705,1,3,0,sbjCol,Gender,Female,,,52.7; 51.5; 49.0–54.0,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,,
Nicotine & Tobacco Research,705,1,4,0,sbjCol,Gender,"Age, years",,,45.9; 46.7; 45.8–47.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,,
Nicotine & Tobacco Research,705,1,5,0,sbjCol,Race/Ethnicity,Race,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,Race/Ethnicity,
Nicotine & Tobacco Research,705,1,6,0,sbjCol,Race/Ethnicity,White,,,69.6; 67.9; 65.6–70.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,Race/Ethnicity,White; 
Nicotine & Tobacco Research,705,1,7,0,sbjCol,Race/Ethnicity,Black or African American,,,19.6; 18.3; 16.3–20.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,Race/Ethnicity,Black or African American; 
Nicotine & Tobacco Research,705,1,8,0,sbjCol,Race/Ethnicity,Other race,,,10.8; 13.7; 12.0–15.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,Race/Ethnicity,Others; 
Nicotine & Tobacco Research,705,1,9,0,sbjCol,Race/Ethnicity,Ethnicity,,,,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121765993,http://dx.doi.org/10.1093/ntr/ntx215,Race/Ethnicity,
