Conference,Year,Title,PaperType,Matched,Abstract,Highlights,Link,AuthorNames,AuthorAffiliation
Nicotine & Tobacco Research,2020,Disseminating a Smoke-free Homes Program to Low Socioeconomic Status Households in the United States Through 2-1-1: Results of a National Impact Evaluation,article,['gender'],"Introduction Given homes are now a primary source of secondhand smoke (SHS) exposure in the United States, research-tested interventions that promote smoke-free homes should be evaluated in real-world settings to build the evidence base for dissemination. This study describes outcome evaluation results from a dissemination and implementation study of a research-tested program to increase smoke-free home rules through US 2-1-1 helplines. Methods Five 2-1-1 organizations, chosen through a competitive application process, were awarded grants of up to $70 000. 2-1-1 staff recruited participants, delivered the intervention, and evaluated the program. 2-1-1 clients who were recruited into the program allowed smoking in the home, lived in households with both a smoker and a nonsmoker or child, spoke English, and were at least 18 years old. Self-reported outcomes were assessed using a pre-post design, with follow-up at 2 months post baseline. Results A total of 2345 households (335–605 per 2-1-1 center) were enrolled by 2-1-1 staff. Most participants were female (82%) and smokers (76%), and half were African American (54%). Overall, 40.1% (n = 940) reported creating a full household smoking ban. Among the nonsmoking adults reached at follow-up (n = 389), days of SHS exposure in the past week decreased from 4.9 (SD = 2.52) to 1.2 (SD = 2.20). Among the 1148 smokers reached for follow-up, 211 people quit, an absolute reduction in smoking of 18.4% (p < .0001), with no differences by gender. Conclusions Among those reached for 2-month follow-up, the proportion who reported establishing a smoke-free home was comparable to or higher than smoke-free home rates in the prior controlled research studies. Implications Dissemination of this brief research-tested intervention via a national grants program with support from university staff to five 2-1-1 centers increased home smoking bans, decreased SHS exposure, and increased cessation rates. Although the program delivery capacity demonstrated by these competitively selected 2-1-1s may not generalize to the broader 2-1-1 network in the United States, or social service agencies outside of the United States, partnering with 2-1-1s may be a promising avenue for large-scale dissemination of this smoke-free homes program and other public health programs to low socioeconomic status populations in the United States. ",,http://dx.doi.org/10.1093/ntr/nty256,"Bundy, Łucja T; Haardörfer, Regine; Kegler, Michelle C; Owolabi, Shadé; Berg, Carla J; Escoffery, Cam; Thompson, Tess; Mullen, Patricia Dolan; Williams, Rebecca; Hovell, Mel; Kahl, Tanya; Harvey, Dayanne; Price, Adrianne; House, Donnie; Booker, Becky W; Kreuter, Matthew W","Department of Behavioral Sciences and Health Education, Emory Prevention Research Center, Rollins School of Public Health, Emory University, Atlanta, GA Department of Behavioral Sciences and Health Education, Emory Prevention Research Center, Rollins School of Public Health, Emory University, Atlanta, GA Department of Behavioral Sciences and Health Education, Emory Prevention Research Center, Rollins School of Public Health, Emory University, Atlanta, GA Department of Behavioral Sciences and Health Education, Emory Prevention Research Center, Rollins School of Public Health, Emory University, Atlanta, GA Department of Behavioral Sciences and Health Education, Emory Prevention Research Center, Rollins School of Public Health, Emory University, Atlanta, GA Department of Behavioral Sciences and Health Education, Emory Prevention Research Center, Rollins School of Public Health, Emory University, Atlanta, GA George Warren Brown School of Social Work, Washington University, St. Louis, MO School of Public Health, University of Texas Health Sciences Center, Houston, TX Gillings School of Global Public Health, Chapel Hill, NC Center for Behavioral Epidemiology and Community Health, Graduate School of Public Health, San Diego State University, San Diego, CA Info Line, Akron, OH Heart of Florida United Way, Orlando, FL United Way 2-1-1, Cleveland, OH Community Service Council, Tulsa, OK United Ways of Alabama, Montgomery, AL George Warren Brown School of Social Work, Washington University, St. Louis, MO"
Nicotine & Tobacco Research,2020,"Smoking Among Immigrant Groups in the United States: Prevalence, Education Gradients, and Male-to-Female Ratios",article,['male-to-female'],"Introduction Immigrants in the United States are less likely to smoke than those born in the United States, but studies have not fully described the diversity of their smoking patterns. We investigate smoking by world region of birth and duration of residence in the United States, with a comprehensive approach covering current prevalence levels, education gradients, and male-to-female ratios. Methods The data originate from the National Health Interview Surveys, 2000–2015, and the sample of 365 404 includes both US-born and foreign-born respondents aged 25–70 years. World region of birth and duration of residence in the United States measure immigrant characteristics. Current cigarette smoking was analyzed using logistic regression. Results Immigrant groups were protected from smoking and had weaker education gradients in smoking and larger male-to-female smoking ratios than the US-born population. However, large differences emerged among the immigrant groups for region of birth but less so for duration of residence in the United States. For example, immigrants from sub-Saharan Africa and the Indian subcontinent have low prevalence, weak education gradients, and high male-to-female ratios. Immigrants from Europe have the opposite pattern, and immigrants from Latin America fall between those two extremes. Conclusion The stage of the cigarette epidemic in the region of birth helps explain the diverse group profiles. Duration of residence in the United States does less to account for the differences in smoking than region of birth. The findings illustrate the heterogeneity of immigrant populations originating from diverse regions across the world and limited convergence with the host population after immigration. Implications The study identifies immigrant groups that, because of high smoking prevalence related to levels in the host country, should be targeted for cessation efforts. It also identifies immigrant groups with low prevalence for which anti-smoking programs should encourage maintenance of healthy habits. Many immigrant groups show strong education disparities in smoking, further suggesting that smokers with lower levels of education be targeted by public health programs. ",,http://dx.doi.org/10.1093/ntr/ntz022,"Pampel, Fred; Khlat, Myriam; Bricard, Damien; Legleye, Stéphane","Institute of Behavioral Science, University of Colorado Boulder, Boulder, CO Institut National d’Etudes Démographiques, Paris, France Institut National d’Etudes Démographiques, Paris, France Institut de Recherche et Documentation en Economie de la Santé, Paris, France Institut National de la Statistique et des Etudes Economiques (Insee), Montrouge, France CESP, Faculté de Médecine, Université Paris Sud, Faculté de Médecine UVSQ, Inserm, Université Paris Saclay, Villejuif, France"
Nicotine & Tobacco Research,2020,Procedure to Standardize Puff Topography During Evaluations of Acute Tobacco or Electronic Cigarette Exposure,article,['sex'],"Introduction Documenting factors that influence differential sensitivity to acutely inhaled nicotine products requires carefully controlling the amount of exposure (dose), and thus a procedure by which to control such exposure. Methods We evaluated consistency of puff volume from intermittent acute exposures to smoked tobacco cigarettes (study 1, n = 45, plus a comparison study of uninstructed use with n = 59) and to vaped electronic cigarettes (e-cigarettes; study 2, n = 27 naive to e-cigarettes) in adult-dependent smokers. All in primary studies 1 and 2 participated in research administering different nicotine levels in each product under blind conditions, one per session using within-subject designs. In both studies, participants followed an automated instructional procedure on a computer monitor standardizing the timing and amount of exposure to each product during a given trial, with four trials per session, each separated by 20 minutes. Puff volume per trial via Clinical Research Support System (CReSS) was the primary dependent measure to determine consistency across trials via intraclass correlation coefficients (ICCs). Results Control over topography with both inhaled products was demonstrated by highly significant ICCs for puff volume across trials. Instructed control with own brand was generally better in study 1 than with uninstructed smoking in the comparison sample, as expected. As intended, reliability of puff volume generally did not differ by menthol preference or sex in either study, but ICCs in study 2 tended to be lower for some men using the placebo e-cigarette. Conclusions This instructional procedure may substantially improve control over amounts of acute exposure to tobacco or e-cigarette use. Implications Control over topography in studies of acute exposure to these inhaled products can potentially aid validity of research into differential sensitivity to use, so findings can be attributed to factors of interest and not to variable exposure. Our procedure minimized variability in exposure to the same product and between moderate nicotine products, but remaining differences suggest that compensation for very low or no nicotine commercial products may be difficult to totally eliminate with these instructions alone. Further study is needed to determine this procedure’s utility with other inhaled products among experienced users and when comparing different products in between-groups analyses. ",,http://dx.doi.org/10.1093/ntr/nty261,"Perkins, Kenneth A; Karelitz, Joshua L","Western Psychiatric Institute and Clinic, University of Pittsburgh School of Medicine, Pittsburgh, PA Western Psychiatric Institute and Clinic, University of Pittsburgh School of Medicine, Pittsburgh, PA"
Nicotine & Tobacco Research,2020,"Awareness of Changes in E-cigarette Regulations and Behavior Before and After Implementation: A Longitudinal Survey of Smokers, Ex-smokers, and Vapers in the United Kingdom",article,['gender'],"Introduction In line with the European Union’s Tobacco Products Directive (TPD), new regulations for electronic cigarettes implemented in the United Kingdom between May 2016 and May 2017 included limiting refills to 10 mL, tank and cartridge sizes to 2 mL, and nicotine concentrations to 20 mg/mL. Aims To investigate the (1) awareness of new regulations, (2) product use before and after implementation, and (3) association between use of compliant products and subsequent smoking. Methods A UK online longitudinal survey of smokers, ex-smokers, and vapers was conducted between May and June 2016 (wave 4) and September 2017 (wave 5).The following methods were used: (1) to assess awareness of changes, proportions were calculated by smoking and vaping status (n = 1606). (2) Comparison of refill volume, tank and cartridge volumes, nicotine concentration at waves 4 and 5 (n = 199–388) was conducted. (3) Association was studied between number of TPD-compliant products used at wave 4 and smoking at wave 5, adjusted for wave 4 vaping status, age, gender, income, urges to smoke, and device type (n = 480). Results Awareness of regulations was highest for refill volume (10.1%; 37.4% among exclusive vapers) and nicotine concentration (9.5%; 27.3%). Higher proportions used TPD-compliant refill volumes (60.0%–73.7%, χ2(1) = 10.9, p = .001) and nicotine concentrations (89.2%–93.9%, χ2(1) = 7.41, p = .007) in wave 5 than wave 4, with little change for tank or cartridge volumes (77.1–75.5%, χ2(1) = 0.38, p = .540). The likelihood of smoking was similar for those using no or one TPD-compliant products as it was for those using two (OR = 1.10, 95% CI = 0.47–2.59) or three (OR = 1.56, 95% CI = 0.69–3.55). Conclusion Several months after full implementation, awareness of new regulations was low and most vapers used TPD-compliant products. Use of compliant products was not associated with subsequent smoking. Implications Using a longitudinal survey at the beginning and a few months after the end of the transition period for implementation of new regulation on electronic cigarettes, this is the first study to assess awareness of regulation and use of compliant products. After full implementation, awareness of changes was low overall (smokers, ex-smokers, and vapers combined) although higher among those who vaped. Nevertheless, most vapers (74%–94%) used products that were compliant with the new regulations and the use of products compliant with incoming regulations did not predict whether they were smoking cigarettes after implementation. ",,http://dx.doi.org/10.1093/ntr/ntz008,"Lee, Hyun S; Wilson, Samara; Partos, Timea; McNeill, Ann; Brose, Leonie S","GKT School of Medical Education, King’s College London, London, UK Addictions, Institute of Psychiatry, Psychology and Neuroscience, King’s College London, London, UK Addictions, Institute of Psychiatry, Psychology and Neuroscience, King’s College London, London, UK Addictions, Institute of Psychiatry, Psychology and Neuroscience, King’s College London, London, UK Addictions, Institute of Psychiatry, Psychology and Neuroscience, King’s College London, London, UK"
Nicotine & Tobacco Research,2020,Use of JUUL E-cigarettes Among Youth in the United States,article,['sex'],"Introduction JUUL has emerged as the leading brand in a rapidly evolving electronic cigarette (e-cigarette) market. JUUL is distinctive for its novel nicotine delivery method that results in high nicotine concentrations, as well as its sleek, discreet design. This study examined national estimates of JUUL among youth in the United States, including whether JUUL users report different patterns of use compared to users of other e-cigarettes. Methods Data were analyzed from the US arm of the International Tobacco Control Policy Evaluation Project (ITC) Youth Tobacco and E-cigarette Survey, an online survey conducted in July–August 2017 with youth aged 16–19 years recruited from consumer panels (n = 4086). Results Overall, 14.2% of respondents had used an e-cigarette in the past 30 days. JUUL was the second-most popular brand reported by past-30-day e-cigarette users (9.7%). Compared to e-cigarette users of other brands, JUUL users were significantly older (adjusted odds ratio [aOR] = 2.50, 95% confidence interval [CI] = 1.56 to 4.01) and reported a greater number of computers in the household (a socioeconomic status proxy; aOR = 1.55, 95% CI = 1.22 to 1.96), with no differences by sex, race/ethnicity, or student status. Controlling for sociodemographic variables, JUUL users were more likely than other e-cigarette users to have ever tried to quit e-cigarettes (aOR = 2.65, 95% CI = 1.12 to 6.30), with no differences observed by smoking status, frequency of e-cigarette use, urges to use e-cigarettes, or perceived addiction to e-cigarettes. Conclusions JUUL was among the most popular e-cigarette brands among youth, and there were few differences in sociodemographic profile or patterns of use between users of JUUL and other e-cigarette brands. Implications This study examined national estimates of JUUL e-cigarette use among youth in the United States, during the early phase of JUUL’s popularity. JUUL was among the most popular e-cigarette brands among youth, and there were few differences in sociodemographic profile or patterns of use between JUUL and other e-cigarette brands. The findings help to characterize the rapid rise of this new product category within the rapidly evolving e-cigarette market at a time when the US Food and Drug Administration and public health community are seeking to understand JUUL and its appeal among young people. ",,http://dx.doi.org/10.1093/ntr/nty237,"Hammond, David; The International Tobacco Control Policy Evaluation Project (ITC) team; Wackowski, Olivia A; The International Tobacco Control Policy Evaluation Project (ITC) team; Reid, Jessica L; The International Tobacco Control Policy Evaluation Project (ITC) team; O’Connor, Richard J; The International Tobacco Control Policy Evaluation Project (ITC) team","School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada School of Public Health, Rutgers, State University of New Jersey, New Brunswick, NJ School of Public Health and Health Systems, University of Waterloo, Waterloo, Ontario, Canada Department of Health Behavior, Roswell Park Cancer Institute, Buffalo, NY"
Nicotine & Tobacco Research,2020,Querying About the Use of Specific E-Cigarette Devices May Enhance Accurate Measurement of E-Cigarette Prevalence Rates Among High School Students,article,['sex'],"Introduction Prevalence estimates of electronic cigarette (e-cigarette) use may underestimate actual use in youth. Confusion resulting from the fact that a multitude of devices (eg, vape pens, JUULs) fall under the umbrella term “e-cigarettes,” the use of different names to refer to e-cigarettes (eg, vapes, electronic vaping devices), and the use of different terminology to refer to e-cigarette use (eg, “vaping,” “JUULing”), may lead some young e-cigarette users to incorrectly indicate nonuse. Therefore, we compared rates of endorsing lifetime e-cigarette use when adolescents were asked about lifetime e-cigarette use in two different ways. Methods In May to June 2018, a total of 1960 students from two high schools in Connecticut completed a computerized, school-based survey. Participants first reported on lifetime “e-cigarette” use and, subsequently, on lifetime use of five different e-cigarette devices: disposables, cig-a-likes, or E-hookahs; vape pens or Egos; JUULs; pod systems other than JUULs such as PHIX or Suorin; and advanced personal vaporizers or mods. Results In total, 35.8% of students endorsed lifetime “e-cigarette” use, whereas 51.3% endorsed lifetime use of at least one e-cigarette device. The kappa statistic indicated only 66.6% agreement between the methods of assessing e-cigarette use. Overall, 31.5% of adolescents who endorsed lifetime device use did not endorse lifetime “e-cigarette” use, although rates of discordant responding varied across subgroups of interest (eg, sex, race). Conclusions Assessing adolescents’ use of specific e-cigarette devices likely yields more accurate results than assessing the use of “e-cigarettes.” If these findings are replicated in a nationally representative sample, regulatory efforts requiring all e-cigarette devices to be clearly labeled as “e-cigarettes” may help to reduce confusion. Implications Different prevalence estimates of lifetime e-cigarette use were obtained depending on the way that prevalence was assessed. Specifically, fewer adolescents (35.8%) endorsed lifetime e-cigarette use when they were asked “Have you ever tried an e-cigarette, even one or two puffs?” than when they were queried about lifetime use of five different e-cigarette devices (51.3%). Among those who endorsed lifetime use of at least one specific e-cigarette device, 31.5% did not endorse lifetime “e-cigarette” use. These findings suggest that when assessing adolescents’ lifetime e-cigarette use, using of terms referring to specific devices likely produces more accurate prevalence estimates than using the term “e-cigarettes.” ",,http://dx.doi.org/10.1093/ntr/nty240,"Morean, Meghan E; Camenga, Deepa R; Bold, Krysten W; Kong, Grace; Jackson, Asti; Simon, Patricia; Cavallo, Dana A; Krishnan-Sarin, Suchitra","Department of Psychology, Oberlin College, Oberlin, OH Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Emergency Medicine, Yale University School of Medicine, New Haven, CT Department of Pediatrics, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT Department of Psychiatry, Yale University School of Medicine, New Haven, CT"
Nicotine & Tobacco Research,2020,E-Cigarette Use Is Associated With Intentions to Lose Weight Among High School Students,article,['sex'],"Introduction Recent literature has demonstrated individuals may be using electronic cigarettes (e-cigarettes) as a method of weight loss and/or management. Furthermore, e-cigarette companies are developing and patenting technologies related to e-cigarettes and weight loss. This study aims to determine the association between intentions to lose weight and e-cigarette use behaviors among a nationally representative sample of high school students. Methods Data were obtained from the 2015 Youth Risk Behavior Surveillance survey. Participants were 12 847 students in grades 9–12 in the United States. Multivariate multinomial logistic regression models assessed the association between past 30-day e-cigarette use and weight loss intentions among 9–12 grade students. Subsample analyses were conducted, stratified by sex. Covariates included perceived weight, sex, race/ethnicity, grade, and past 30-day tobacco use. Results Overall, 23.7% of the sample used e-cigarettes in the past 30 days. E-cigarette use was associated with 1.38 (95% CI = 1.07% to 1.78%) greater risk of intentions to lose weight among the full sample, controlling for covariates. Among girls, e-cigarette use was associated with 1.44 (95% CI = 1.05% to 1.97%) greater risk of intentions to lose weight, controlling for covariates. Among boys, e-cigarette use was associated with 1.40 (95% CI = 1.04% to 1.88%) greater odds of intentions to gain weight, controlling for covariates. Conclusion Findings show a significant association between e-cigarette use and intentions to lose weight among high school students, among the full sample. Interestingly, e-cigarette use was statistically associated with intentions to gain weight among boys. Longitudinal study is needed to further examine this relationship. Implications and Contribution This is the one of the first studies reporting on e-cigarette use and weight loss intentions among adolescents, both highly prevalent among this population. These findings are an important development in the study of e-cigarette use given the established link between conventional cigarette smoking and weight loss and/or management. ",,http://dx.doi.org/10.1093/ntr/nty245,"Mantey, Dale S; Omega-Njemnobi, Onyinye; Kelder, Steven H","Division of Health Promotion and Behavioral Sciences, UTHealth School of Public Health, Austin, TX Division of Health Promotion and Behavioral Sciences, UTHealth School of Public Health, Austin, TX Division of Health Promotion and Behavioral Sciences, UTHealth School of Public Health, Austin, TX"
Nicotine & Tobacco Research,2020,Smoking Across the Menopausal Transition in a 10-Year Longitudinal Sample: The Role of Sex Hormones and Depressive Symptoms,article,['sex'],"Introduction Current cigarette smoking rates among older women remain problematic, especially given that this population experiences increased smoking-related health consequences. Despite these increased health concerns, little research to date has explored smoking patterns across the menopausal transition (pre-, early-peri-, late-peri-, and postmenopausal) or the effect of unique factors such as sex hormones and depression during this transition. Methods This study used 10 yearly waves of data from the Study of Women’s Health Across the Nation, a longitudinal dataset. Data included 1397 women endorsing ever smoking regularly at baseline. Random-effects logistic regression models were used to examine smoking transitions. Results Although there were no associations between menopausal transition stage and smoking behavior, increased estradiol was associated with an increased likelihood of quitting regular smoking (eg, transitioning from regular smoking to non-regular or no smoking; odds ratio [OR] = 1.28), whereas increased testosterone was associated with an increased likelihood of relapsing to regular smoking (eg, transitioning from former or nonregular smoking to regular smoking OR = 2.56). Depression was associated with increased likelihood of continued smoking (OR = 0.97) and relapse (OR = 1.03). Conclusions The results emphasize the need to develop interventions to target initiated or continued smoking among women across the menopausal transition and specifically highlight the importance of developing treatments that target depressive symptoms in this population. In addition, although singular hormone measures were associated with smoking behavior, there is a need for future study of dynamic changes in hormones, as well as the impact of progesterone on smoking behaviors across the menopausal transition. Implications To date, no studies have examined smoking behaviors across the menopausal transition. In this study, although menopausal transition status was not significantly related to transitions in smoking behavior, important relationships between sex hormones and depression were observed. Increased estradiol was associated with an increased likelihood of quitting regular smoking, whereas increased testosterone was associated with an increased likelihood of relapsing to regular smoking behavior. Higher depression scores were related to continued smoking and relapse to regular smoking behavior. These results highlight the need to develop interventions to target smoking cessation among women across the menopausal transition. ",,http://dx.doi.org/10.1093/ntr/ntz069,"Peltier, MacKenzie R; Flores, José M; Smith, Philip H; Roberts, Walter; Verplaetse, Terril L; Moore, Kelly E; Hacker, Robyn; Oberleitner, Lindsay M; McKee, Sherry A","Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT Department of Psychiatry, Yale School of Medicine, New Haven, CT"
Nicotine & Tobacco Research,2020,Potential Moderating Effects of Sex/Gender on the Acute Relative Reinforcing and Subjective Effects of Reduced Nicotine Content Cigarettes in Vulnerable Populations,article,"['gender', 'sex']","Introduction Reports in relatively healthy smokers suggest men are more sensitive than women to the subjective effects of reduced nicotine content cigarettes (RNCCs). We know of no reports examining sex differences in the relative reinforcing effects of RNCCs, an important outcome in assessing smoking’s addiction potential. The aim of the present study is to address this gap by examining sex/gender differences on reinforcing effects while examining whether sex differences in subjective effects are discernible in vulnerable populations. Methods Secondary analysis of a within-subject, double-blinded experiment examining acute effects of cigarettes varying in nicotine content (0.4, 2.4, 5.2, 15.8 mg/g) among 169 adult smokers with psychiatric conditions or socioeconomic disadvantage. Effects of dose, sex, and their interaction were examined on reinforcing (concurrent-choice and Cigarette Purchase Task [CPT] testing), and subjective effects (Cigarette Evaluation Questionnaire [CEQ] and craving/withdrawal ratings). Results Reducing nicotine content decreased the relative reinforcing effects of smoking in concurrent-choice and CPT testing (p’s < .05) with no significant effects of sex nor dose × sex/gender interactions. Reducing nicotine content decreased CEQ ratings with only a single significant effect of sex (higher Psychological Reward scores among women than men, p = .02) and no significant dose × sex/gender interactions. Results on craving/withdrawal paralleled those on the CEQ. Conclusions Reducing nicotine content decreases the addiction potential of smoking independent of sex in populations highly vulnerable to smoking and addiction, with no indication that women are less sensitive to subjective effects of RNCCs or would benefit less from a policy reducing the nicotine content of cigarettes. Implications A policy reducing the nicotine content of cigarettes has the potential to reduce the addiction potential of smoking across men and women who are especially vulnerable to smoking, addiction, and tobacco-related adverse health impacts. ",,http://dx.doi.org/10.1093/ntr/ntz098,"Streck, Joanna M; Davis, Danielle R; Pang, Raina D; Sigmon, Stacey C; Bunn, Janice Y; Bergeria, Cecilia L; Tidey, Jennifer W; Heil, Sarah H; Gaalema, Diann E; Hughes, John R; Stitzer, Maxine L; Reed, Ellaina; Higgins, Stephen T","Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Department of Preventive Medicine, University of Southern California Keck School of Medicine, Los Angeles, CA Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Department of Psychiatry and Behavioral Sciences, Johns Hopkins University School of Medicine, Baltimore, MD Center for Alcohol and Addiction Studies, Brown University, Providence, RI Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Department of Psychiatry and Behavioral Sciences, Johns Hopkins University School of Medicine, Baltimore, MD Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT Vermont Center on Tobacco Regulatory Science, Departments of Psychiatry and Psychological Science, University of Vermont,Burlington, VT"
Nicotine & Tobacco Research,2020,Evaluation of Sex Differences in the Elasticity of Demand for Nicotine and Food in Rats,article,['sex'],"Introduction Animal studies can inform policy regarding nicotine levels in tobacco products and e-cigarette solutions. Increasing the price of nicotine-containing products decreases their use, but it is unknown how the relationship between price and consumption is affected by both sex and nicotine dose. Methods A behavioral economics procedure was used to determine the demand elasticity for nicotine in male and female rats. Demand elasticity describes the relationship between price and consumption. A high level of elasticity indicates that consumption is relatively sensitive to increases in price. The rats self-administered a low dose (0.01 mg/kg/inf) or a standard dose (0.03 mg/kg/inf) of nicotine for 9 days under a fixed-ratio (FR) 1 schedule. Then the price (FR schedule) of nicotine was increased, and a demand analysis was conducted. A similar study was conducted with palatable food pellets. Results There were no sex differences in nicotine or food intake under the FR1 schedule. However, demand for 0.03 mg/kg/inf of nicotine was more elastic in females than males. Demand for 0.01 mg/kg/inf of nicotine and food was more elastic in males than females. Conclusions These findings indicate that there are no differences in nicotine and food intake between males and females when the price is low. When the price of nicotine or food is increased, males maintain their old level of intake longer than females when they have access to a standard dose of nicotine, and females maintain their intake longer when they have access to a low dose of nicotine or food. Implications This behavioral economics analysis indicates that there is no sex difference in nicotine intake when the price of nicotine is low. Increasing the price of nicotine decreases nicotine intake in a dose- and sex-specific manner. Males maintain their old level of intake longer when they have access to a standard dose of nicotine and females when they have access to a low dose. This has implications for tobacco regulatory policy. In a regulatory environment where only low nicotine-containing products are allowed, increasing the price of nicotine products may lead to a greater decrease in nicotine use in males than females. ",,http://dx.doi.org/10.1093/ntr/ntz171,"Chellian , Ranjithkumar; Wilson, Ryann; Polmann, Michaela; Knight, Parker; Behnood-Rod, Azin; Bruijnzeel, Adriaan W","Department of Psychiatry, University of Florida, Gainesville, FL Department of Psychiatry, University of Florida, Gainesville, FL Department of Psychiatry, University of Florida, Gainesville, FL Department of Psychiatry, University of Florida, Gainesville, FL Department of Psychiatry, University of Florida, Gainesville, FL Department of Psychiatry, University of Florida, Gainesville, FL Department of Neuroscience, University of Florida, Gainesville, FL"
Nicotine & Tobacco Research,2020,Cigarette Smoking Is Associated With Lower Quadriceps Cross-sectional Area and Attenuation in Older Adults,article,['sex'],"Introduction In addition to well-established links with cardiovascular and respiratory diseases, cigarette smoking may affect skeletal muscle; however, associations with quadriceps atrophy, density, and function are unknown. This study explored the associations of current and former smoking with quadriceps muscle area and attenuation as well as muscle force (assessed as knee extension peak torque) and rate of torque development—a measure of muscle power in older adults. Methods Data from 4469 older adults, aged 66–95 years at baseline in the Age, Gene/Environment Susceptibility-Reykjavik Study with measurements of thigh computed tomography, isometric knee extension testing, self-reported smoking history, and potential covariates were analyzed. Results Sex differences were observed in these data; therefore, our final analyses are stratified by sex. In men, both former smokers and current smokers had lower muscle area (with β= –0.10, 95% confidence interval [CI] = –0.17 to –0.03 and β = –0.19, 95% CI = –0.33 to –0.05, respectively) and lower muscle attenuation (ie, higher fat infiltration, β = –0.08, 95% CI = –0.16 to –0.01 and β = –0.17, 95% CI = –0.34 to –0.01, respectively) when compared with never smokers. Smoking status was not associated with male peak torque or rate of torque development. In women, current smoking was associated with lower muscle attenuation (β = –0.24, 95% CI = –0.34 to –0.13) compared to never smoking. Among female smokers (current and former), muscle attenuation and peak torque were lower with increasing pack-years. Conclusions Results suggest that cigarette smoking is related to multiple muscle properties at older age and that these relationships may be different among men and women. Implications This article presents novel data, as it examined for the first time the relationship between smoking and computed tomography-derived quadriceps muscle size (cross-sectional area) and attenuation. This study suggests that current cigarette smoking is related to higher muscle fat infiltration, which may have significant health implications for the older population, because of its known association with poor physical function, falls, and hip fractures. ",,http://dx.doi.org/10.1093/ntr/ntz081,"Marques, Elisa A; Elbejjani, Martine; Frank-Wilson, Andrew W; Gudnason, Vilmundur; Sigurdsson, Gunnar; Lang, Thomas F; Jonsson, Palmi V; Sigurdsson, Sigurdur; Aspelund, Thor; Siggeirsdottir, Kristin; Launer, Lenore; Eiriksdottir, Gudny; Harris, Tamara B","Laboratory of Epidemiology and Population Sciences, Intramural Research Program, National Institute on Aging, Bethesda, MD Research Center in Sports Sciences, Health Sciences and Human Development, CIDESD, University Institute of Maia, ISMAI, Portugal Laboratory of Epidemiology and Population Sciences, Intramural Research Program, National Institute on Aging, Bethesda, MD Clinical Research Institute, Department of Internal Medicine, American University of Beirut, Beirut, Lebanon Laboratory of Epidemiology and Population Sciences, Intramural Research Program, National Institute on Aging, Bethesda, MD College of Kinesiology, University of Saskatchewan, Saskatoon, Canada Icelandic Heart Association Research Institute, Kópavogur, Iceland University of Iceland, Reykjavik, Iceland Icelandic Heart Association Research Institute, Kópavogur, Iceland University of Iceland, Reykjavik, Iceland Landspitalinn University Hospital, Reykjavik, Iceland Department of Radiology and Biomedical Imaging, University of California, San Francisco, CA University of Iceland, Reykjavik, Iceland Landspitalinn University Hospital, Reykjavik, Iceland Icelandic Heart Association Research Institute, Kópavogur, Iceland Icelandic Heart Association Research Institute, Kópavogur, Iceland Centre of Public Health Sciences, University of Iceland, Reykjavik, Iceland Icelandic Heart Association Research Institute, Kópavogur, Iceland Laboratory of Epidemiology and Population Sciences, Intramural Research Program, National Institute on Aging, Bethesda, MD Icelandic Heart Association Research Institute, Kópavogur, Iceland Laboratory of Epidemiology and Population Sciences, Intramural Research Program, National Institute on Aging, Bethesda, MD"
