index,Conference,Year,Title,PaperType,Abstract,Highlights,Link,Highlights.1,AuthorNames,AuthorAffiliation
770,Tobacco Control,2020,Adolescents’ perceptions of tobacco accessibility and smoking norms and attitudes in response to the tobacco point-of-sale display ban in Scotland: results from the DISPLAY Study,Research Article,"Background Scotland implemented a ban on open display of tobacco products in supermarkets in April 2013, and small shops in April 2015. This study aimed to quantify changes in perceived tobacco accessibility, smoking norms and smoking attitudes among adolescents in Scotland, following the implementation of partial and comprehensive point-of-sale (POS) tobacco display bans. Methods From the Determining the Impact of Smoking Point of Sale Legislation Among Youth (DISPLAY) Study’s 2013–2017 annual surveys we retrieved data comprising 6202 observations on 4836 12–17-year-old adolescents from four schools. Applying generalised estimating equations, associations between time (postban: 2016–2017 vs preban:2013) and three outcomes were estimated. Outcomes were perceived commercial access to tobacco, perceived positive smoking norm (friends think it’s OK to smoke) and positive smoking attitude (you think it’s OK to smoke). Analyses were adjusted for sociodemographics, smoking status, family smoking, friend smoking and e-cigarette use. Results Crude trends showed an increase over time in perceived accessibility, norms and attitudes. However, after adjustment for confounders, mainly e-cigarette use, we found significant declines in perceived access (OR = 0.72, 95% CI 0.57 to 0.90) and in positive smoking attitude (OR = 0.67, 95% CI = 0.49 to 0.91), but no change in perceived positive smoking norm (OR = 1.00, 95% CI 0.78 to 1.29). Current/past occasional or regular e-cigarette use was associated with higher odds of perceived access (OR = 3.12, 95% CI 2.32 to 4.21), positive norm (OR = 2.94, 95% CI 2.16 to 4.02) and positive attitude (OR = 3.38, 95% CI 2.35 to 4.87). Conclusion Only when taking into account that the use of e-cigarettes increased in 2013–2017 did we find that the POS tobacco display ban in supermarkets and small shops in Scotland was followed by reductions in adolescents’ perceived accessibility of tobacco and positive attitudes towards smoking. ","Tobacco displays at the point-of-sale (POS) remain an important marketing tool for the tobacco industry to target young people. Among Scottish adolescents, 80% reported having seen tobacco displays before implementation of a POS tobacco display ban and the impact of such a ban is therefore potentially substantial. Few studies to date have evaluated the impact of removing POS tobacco displays on adolescents, and existing studies have not assessed changes in adolescents’ perceptions of the acceptability of smoking. Scotland implemented a display ban in two phases in 2013 and 2015, and this natural experiment provides important evidence for other countries on the importance of display bans for tobacco control in general, and youth smoking prevention in particular. The POS tobacco display ban in supermarkets and small shops in Scotland was followed by reductions in adolescents’ perceived accessibility of tobacco and positive attitude towards smoking, but only after taking into account that the use of e-cigarettes increased between 2013 and 2017. ",http://dx.doi.org/10.1136/tobaccocontrol-2018-054702,"Tobacco displays at the point-of-sale (POS) remain an important marketing tool for the tobacco industry to target young people. Among Scottish adolescents, 80% reported having seen tobacco displays before implementation of a POS tobacco display ban and the impact of such a ban is therefore potentially substantial. Few studies to date have evaluated the impact of removing POS tobacco displays on adolescents, and existing studies have not assessed changes in adolescents’ perceptions of the acceptability of smoking. Scotland implemented a display ban in two phases in 2013 and 2015, and this natural experiment provides important evidence for other countries on the importance of display bans for tobacco control in general, and youth smoking prevention in particular. The POS tobacco display ban in supermarkets and small shops in Scotland was followed by reductions in adolescents’ perceived accessibility of tobacco and positive attitude towards smoking, but only after taking into account that the use of e-cigarettes increased between 2013 and 2017. ",Mirte AG Kuipers; Catherine Best; Michael Wilson; Dorothy Currie; Gozde Ozakinci; Anne-Marie MacKintosh; Martine Stead; Douglas Eadie; Andy MacGregor; Jamie Pearce; Amanda Amos; Sally Haw; ,"Department of Public Health; Amsterdam Public Health research institute, Amsterdam UMC, University of Amsterdam; Faculty of Health Sciences and Sport; University of Stirling; Faculty of Health Sciences and Sport; University of Stirling; School of Medicine; University of St Andrews; School of Medicine; University of St Andrews; Institute for Social Marketing, Faculty of Health Sciences and Sport; University of Stirling; Institute for Social Marketing, Faculty of Health Sciences and Sport; University of Stirling; Institute for Social Marketing, Faculty of Health Sciences and Sport; University of Stirling; Head of Policy Research; Scotcen Social Research; Centre for Research on Environment Society and Health, School of GeoSciences; University of Edinburgh; The Usher Institute of Population Health Sciences and Informatics, College of Medicine and Veterinary Medicine; University of Edinburgh; Faculty of Health Sciences and Sport; University of Stirlings; "
2797,Tobacco Induced Diseases,2021,Smoking and risk of negative outcomes among COVID-19 patients: A systematic review and meta-analysis,RESEARCH PAPER,"COVID-19: coronavirus SARS-CoV-2 disease, OR: odds ratio, CI: confidence interval, WHO: World Health Organization, GDP: gross domestic product, CVD: cardiovascular disease, MeSH: medical subject headings, ICU: intensive care unit, PaO2: partial pressure of arterial oxygen, FiO2: inspired oxygen fraction, NOS: Newcastle–Ottawa Scale.",,http://dx.doi.org/10.18332/tid/132411,,Adinat Umnuaypornlert; Sukrit Kanchanasurakit; Don Eliseo III Lucero-Prisno; Surasak Saokaew,"School of Pharmaceutical Sciences, University of Phayao, Phayao, Thailand; Unit of Excellence on Clinical Outcomes Research and IntegratioN, School of Pharmaceutical Sciences, University of Phayao, Phayao, Thailand; Center of Health Outcomes Research and Therapeutic Safety, School of Pharmaceutical Sciences, University of Phayao, Phayao, Thailand; Division of Pharmaceutical Care, Department of Pharmacy, Phrae Hospital, Phrae, Thailand; Department of Global Health and Development, London School of Hygiene and Tropical Medicine, London, United Kingdom; Unit of Excellence on Herbal Medicine, School of Pharmaceutical Sciences, University of Phayao, Phayao, Thailand; Biofunctional Molecule Exploratory Research Group, Biomedicine Research Advancement Centre, School of Pharmacy, Monash University Malaysia, Bandar Sunway, Malaysia; Novel Bacteria and Drug Discovery Research Group, Microbiome and Bioresource Research Strength, Jeffrey Cheah School of Medicine and Health Sciences, Monash University Malaysia, Bandar Sunway, Malaysia"
2595,Tobacco Induced Diseases,2018,Unhealthy eating habits among adolescent waterpipe smokers in Jordan: The Irbid-TRY study,RESEARCH PAPER,"First Paragraph: Adolescent tobacco consumption continues to be a public health problem1. In Jordan, for example, tobacco smoking among boys is one of the highest in the world2, while waterpipe and dual smoking (combined use of cigarettes and waterpipe) have exceeded that of cigarettes3. Specifically, the prevalence of waterpipe smoking among high school children in northern Jordan was 50%, which is higher than that of cigarette smoking3.",,http://dx.doi.org/10.18332/tid/89976,,Nihaya A. Al-sheyab; Mahmoud A. Alomari,"Maternal and Child Health Department, Faculty of Nursing, Jordan University of Science and Technology, Irbid, Jordan; Division of Physical Therapy, Department of Rehabilitation Sciences, Jordan University of Science and Technology, Irbid, Jordan"
2192,Nicotine & Tobacco Research,2020,Need to Account for Familial Confounding in Systematic Review and Meta-analysis of Prenatal Tobacco Smoke Exposure and Schizophrenia,article,"In the context of continued uncertainty regarding the long-term mental health effects of prenatal exposure to maternal smoking during pregnancy, we read with great interest the recently published meta-analysis of smoking and schizophrenia by Hunter and colleagues. Although the meta-analysis found that “exposure to prenatal smoke increased the risk of schizophrenia by 29%” (p. 3), the authors noted that “familial confounding may explain some of the observed association” (p. 8). We agree with the importance of this alternative hypothesis. In fact, we were surprised that the review did not consider the results of sibling comparison studies that have directly addressed it, particularly given that the review had the opportunity to do so using data from articles included in the meta-analysis. As we illustrate below—and as has been discussed previously—we are concerned that limiting the focus of the review to only findings potentially subject to familial confounding rather than incorporating these sibling comparison results may lead to inaccurate inferences from the reviewed literature.",,http://dx.doi.org/10.1093/ntr/ntaa058,,"Quinn, Patrick D; Meier, Sandra M; D’Onofrio, Brian M","Department of Applied Health Science, Indiana University School of Public Health, Bloomington, IN Department of Psychiatry, Dalhousie University, Halifax, Nova Scotia, Canada Department of Psychological and Brain Sciences, Indiana University, Bloomington, IN Department of Medical Epidemiology and Biostatistics, Karolinska Institutet, Stockholm, Sweden"
1439,Nicotine & Tobacco Research,2017,Daily Smoking and Subjective Health Complaints in Adolescence,article,"Introduction: Using data from the Health Behaviour in School-aged Children survey, this study used a repeated cross-sectional design to examine associations between daily smoking, gender, and self-reported health complaints in five cohorts of adolescents over a 16-year period. Methods: Data were from nationally representative cohorts of 15-year-old youth in Norway in 1993/1994, 1997/1998, 2001/2002, 2005/2006, and 2009/2010 (ntotal = 7761). Dependent variables were psychological, somatic, and total health complaints. A mixed GLM model examined main and interaction effects of smoking (daily, intermittent, nonsmoking), year, and gender in predicting complaints. Time periods were segmented to compare trends across smoking groups in specific periods. Results: Prevalence of daily smoking declined from 15.5% (1993/1994) to 6.0% (2009/2010). All health complaint scores were significantly higher for smokers and for girls (vs. boys). Smoking status by year interactions were significant for all complaint variables during the period of sharpest decline of daily smoking prevalence (2001/2002–2005/2006), with daily smokers experiencing increases in health complaints while intermittent and nonsmokers did not. Smoking status by gender interactions were significant for all health complaint variables, indicating that the main effect for gender (females higher) was even stronger among smokers compared with nonsmokers. Using year as unit of analysis, the size of mean differences between daily smokers and intermittent/nonsmokers in total complaints was significantly negatively correlated with daily smoking prevalence (−.963, n = 5, p < .01). Conclusions: As prevalence of daily smoking declined, daily smokers reported higher levels of complaints, suggesting increasing health problems within this group. Girls who smoke daily had particularly elevated levels of complaints. Implications: This study indicates that the relationship between daily smoking and concurrent health symptomatology in adolescents is changing over time, with higher levels of health complaints reported as overall smoking prevalence declines. To our knowledge, this finding has not previously been reported. If youth are smoking to cope with distress, pain, or other health concerns, tobacco control objectives will be increasingly difficult to achieve with adolescents. Levels of health complaints are particularly high among girls who are daily smokers. The findings suggest that restrictive measures and persuasive communications may not be sufficient tobacco prevention strategies for adolescent populations. Young smokers may need counseling and support. ",,http://dx.doi.org/10.1093/ntr/ntw133,,"Braverman, Marc T.; Stawski, Robert S.; Samdal, Oddrun; Aarø, Leif Edvard","School of Social and Behavioral Health Sciences, Oregon State University, Corvallis, OR; School of Social and Behavioral Health Sciences, Oregon State University, Corvallis, OR; Department of Health Promotion and Development, University of Bergen, Bergen, Norway; Department of Health Promotion, Norwegian Institute of Public Health, Bergen, Norway"
599,Tobacco Control,2019,Vaping versus JUULing: how the extraordinary growth and marketing of JUUL transformed the US retail e-cigarette market,Research Article,"Background While national surveys showed declines in e-cigarette use in the USA between 2015 and 2016, recent reports indicate that JUUL, a sleekly designed e-cigarette that looks like a USB drive, is increasingly being used by youth and young adults. However, the extent of JUUL’s growth and its marketing strategy have not been systematically examined. Methods A variety of data sources were used to examine JUUL retail sales in the USA and its marketing and promotion. Retail store scanner data were used to capture the retail sales of JUUL and other major e-cigarette brands for the period 2011–2017. A list of JUUL-related keywords was used to identify JUUL-related tweets on Twitter; to identify JUUL-related posts, hashtags and accounts on Instagram and to identify JUUL-related videos on YouTube. Results In the short 3-year period 2015–2017, JUUL has transformed from a little-known brand with minimum sales into the largest retail e-cigarette brand in the USA, lifting sales of the entire e-cigarette category. Its US$150 million retail sales in the last quarter of 2017 accounted for about 40% of e-cigarette retail market share. While marketing expenditures for JUUL were moderate, the sales growth of JUUL was accompanied by a variety of innovative, engaging and wide-reaching campaigns on Twitter, Instagram and YouTube, conducted by JUUL and its affiliated marketers. Conclusions The discrepancies between e-cigarette sales data and the prevalence of e-cigarette use from surveys highlight the challenges in tracking and understanding the use of new and emerging tobacco products. In a rapidly changing media environment, where successful and influential marketing campaigns can be conducted on social media at little cost, marketing expenditures alone may not fully capture the influence, reach and engagement of tobacco marketing. ","Recent nationally representative surveys indicate declines in e-cigarette use between 2015 and 2016 in the USA. However, these surveys may have failed to capture the use of a relatively new product, JUUL. We systematically document the extent and rate of growth in JUUL retail sales and market share since the product’s debut in mid-2015. We also examine JUUL’s marketing strategies, influence and reach on a variety of social media platforms. ",http://dx.doi.org/10.1136/tobaccocontrol-2018-054382,"Recent nationally representative surveys indicate declines in e-cigarette use between 2015 and 2016 in the USA. However, these surveys may have failed to capture the use of a relatively new product, JUUL. We systematically document the extent and rate of growth in JUUL retail sales and market share since the product’s debut in mid-2015. We also examine JUUL’s marketing strategies, influence and reach on a variety of social media platforms. ",Jidong Huang; Zongshuan Duan; Julian Kwok; Steven Binns; Lisa E Vera; Yoonsang Kim; Glen Szczypka; Sherry L Emery; ,School of Public Health; Georgia State University; School of Public Health; Georgia State University; School of Public Health; Georgia State University; Health Media Collaboratory; NORC at the University of Chicago; Health Media Collaboratory; NORC at the University of Chicago; VeraCite Inc; Health Media Collaboratory; NORC at the University of Chicago; Health Media Collaboratory; NORC at the University of Chicago; Health Media Collaboratory; NORC at the University of Chicago; 
791,Tobacco Control,2020,"Population prevalence and predictors of self-reported exposure to court-ordered, tobacco-related corrective statements",Research Article,"Objective To describe the population prevalence and predictors of self-reported exposure to court-ordered tobacco-related corrective statements in 2017–2018, when they were first implemented in newspapers and on television. Methods Nationally representative data from the 2018 Health Information National Trends Survey were used (n=3504). Frequencies and weighted proportions were calculated for seeing any corrective statement and for each of the five court-ordered corrective statements. Weighted, multivariable logistic regression was used to examine sociodemographic and smoking status predictors of reported exposure to any corrective statement. Results In 2018, an estimated 40.6% of US adults had seen messages in newspapers or on television in the past 6 months stating that a federal court has ordered tobacco companies to make statements about the dangers of smoking cigarettes. Reported exposure to topic-specific statements ranged from 11.4% (manipulation of cigarette design) to 34.7% (health effects). Those with a high school education were significantly less likely than those with a college degree to report seeing the statements (OR=0.69, CI 0.50 to 0.95) and current smokers were significantly more likely than never smokers to report seeing them (OR=1.68, CI 1.12 to 2.53). Conclusions In the first 6 months of corrective statement implementation, an estimated 40.6% of US adults reported at least one exposure to any corrective statement, and current smokers were more likely than never smokers to report exposure. Traditional media channels can be effective for tobacco-related message dissemination; however, they may fail to reach more than half of the adult population without additional targeted communication efforts. ","Some work has been done to describe or evaluate the current or earlier, proposed versions of the corrective statements in forced-exposure/aided recall studies. No study, to date, has sought to estimate the population prevalence of self-reported exposure to the corrective statements in the broad public information environment since their real-world implementation in newspapers and television began in 2017. This is the first study to examine the population prevalence of self-reported exposure to court-ordered, tobacco-related corrective statements resultant of U.S. v Philip Morris USA, Inc. using a nationally representative sample. The paper offers an estimate of the proportion of US adults who reported being exposed, even once, to any corrective statement (40.6%) and to the five topic-specific corrective statements (range=11.4%–34.7%). The study examines correlates of self-reported exposure to the corrective statements and reveals that education and smoking status are independently predictive. ",http://dx.doi.org/10.1136/tobaccocontrol-2019-055095,"Some work has been done to describe or evaluate the current or earlier, proposed versions of the corrective statements in forced-exposure/aided recall studies. No study, to date, has sought to estimate the population prevalence of self-reported exposure to the corrective statements in the broad public information environment since their real-world implementation in newspapers and television began in 2017. This is the first study to examine the population prevalence of self-reported exposure to court-ordered, tobacco-related corrective statements resultant of U.S. v Philip Morris USA, Inc. using a nationally representative sample. The paper offers an estimate of the proportion of US adults who reported being exposed, even once, to any corrective statement (40.6%) and to the five topic-specific corrective statements (range=11.4%–34.7%). The study examines correlates of self-reported exposure to the corrective statements and reveals that education and smoking status are independently predictive. ",Kelly D Blake; Gordon Willis; Annette Kaufman; ,"Health Communication and Informatics Research Branch, Behavioral Research Program, Division of Cancer Control and Population Sciences; National Cancer Institute; Tobacco Control Research Branch, Behavioral Research Program, Division of Cancer Control and Population Sciences; National Cancer Institute; Tobacco Control Research Branch, Behavioral Research Program, Division of Cancer Control and Population Sciences; National Cancer Institute; "
2400,Nicotine & Tobacco Research,2020,Impact of Cannabis Use on Nicotine and Tobacco Use Outcomes,article,"Cannabis use and tobacco use are intimately intertwined, both by use by the same individual (eg, alternating between smoking cigarettes and cannabis joints) and by coadministration (eg, “blunts”). While tobacco control efforts have resulted in substantial declines in the prevalence of cigarette use over the past several decades in many parts of the world, cannabis use is on the rise. Due to increasing legalization and use of cannabis on a population level, empirical evidence is urgently needed on the impact of cannabis use on tobacco use, including mechanisms and multilevel determinants of use patterns across the lifespan to inform current and evolving policy, as well as clinical and community interventions.",,http://dx.doi.org/10.1093/ntr/ntaa096,,"Goodwin, Renee D","Department of Epidemiology and Biostatistics, Graduate School of Public Health and Health Policy, The City University of New York, New York, NY Department of Epidemiology, Mailman School of Public Health, Columbia University, New York, NY"
120,Tobacco Control,2015,Clove cigar sales following the US flavoured cigarette ban,Research Article,"Background Following the passage of the Family Smoking Prevention and Tobacco Control Act in 2009, flavoured cigarettes, including clove cigarettes, were banned based on the rationale that such cigarettes appealed to youth. However, the ban on characterising flavours was not extended to cigars. Methods This study reviewed industry documents from Kretek International, the parent company behind Djarum clove cigars, to document the changes in their marketing and production strategies following the flavour ban on cigarettes. To assess sales trends following the ban, data for clove cigar sales in the USA from 2009 to 2012 were analysed using Nielsen's Convenience Track retail scanner database. Additionally, data on tobacco imports to the USA from Indonesia were obtained from the USDA Foreign Agricultural Service’s Global Agricultural Trade System for the years 2008–2012. Results In anticipation of Food and Drug Administration's (FDA) flavour ban on cigarettes and recognising the regulatory advantages of cigars, Kretek International began developing Djarum clove cigars in 2007. Immediately following the flavour ban, sales of this product increased by more than 1400% between 2009 and 2012. During this same period, tobacco imports to the USA from Indonesia, a leader in clove tobacco production, shifted from cigarettes to almost exclusively cigars. Conclusions Kretek International, like other tobacco manufacturers, manipulated its products following the Family Smoking Prevention and Tobacco Control Act as a way to capitalise on regulatory loopholes and replace its now banned clove cigarettes. As a result, consumption of the company's Djarum clove cigars increased exponentially in recent years. ","In September 2009, the Food and Drug Administration (FDA) banned the sale of candy-flavoured, fruit-flavoured and clove-flavoured cigarettes. In response to the FDA ban, Kretek International developed and marketed the Djarum clove cigar to replace their popular clove cigarettes. This paper offers a discussion of Kretek's internal documents detailing the introduction of their clove-flavoured filtered cigar and analyses market scanner and import data to examine clove cigar consumption. Based on our analysis, Kretek International prepared a replacement cigar product well in advance of the FDA legislation on flavoured cigarettes and has demonstrated strong growth potential in shifting from clove cigarettes to clove cigars. We argue that failing to extend the flavour ban to cigars has created opportunity for new products to replace flavoured cigarettes and may undermine the FDA's goal to reduce youth smoking and protect public health. ",http://dx.doi.org/10.1136/tobaccocontrol-2013-051415,"In September 2009, the Food and Drug Administration (FDA) banned the sale of candy-flavoured, fruit-flavoured and clove-flavoured cigarettes. In response to the FDA ban, Kretek International developed and marketed the Djarum clove cigar to replace their popular clove cigarettes. This paper offers a discussion of Kretek's internal documents detailing the introduction of their clove-flavoured filtered cigar and analyses market scanner and import data to examine clove cigar consumption. Based on our analysis, Kretek International prepared a replacement cigar product well in advance of the FDA legislation on flavoured cigarettes and has demonstrated strong growth potential in shifting from clove cigarettes to clove cigars. We argue that failing to extend the flavour ban to cigars has created opportunity for new products to replace flavoured cigarettes and may undermine the FDA's goal to reduce youth smoking and protect public health. ",Cristine D Delnevo; Mary Hrywna; ,"Center for Tobacco Surveillance & Evaluation Research, Rutgers—School of Public Health; Center for Tobacco Surveillance & Evaluation Research, Rutgers—School of Public Health; "
1635,Nicotine & Tobacco Research,2017,Cigarette Nicotine Content as a Moderator of the Relationship Between Negative Affect and Smoking,article,"Introduction Research suggests a strong association between negative affect (NA) and smoking. However, little is known about the association between NA and smoking among individuals who switch to reduced-nicotine cigarettes. The goal of this study was to examine the extent to which cigarette nicotine content moderates the relationship between NA and smoking over time. Methods Seven hundred and seventeen participants, 237 in the normal nicotine content (NNC; 15.8 mg/g and usual brand) cigarette group and 480 in the very low nicotine content (VLNC; 2.4 mg/g nicotine or less) cigarette group, participated in a randomized trial that examined the effects of cigarette nicotine content on smoking behavior over 6 weeks. We used parallel process latent growth curve modeling to estimate the relationship between changes in NA and changes in the numbers of cigarettes smoked per day (CPD), from baseline to 6 weeks, as a function of cigarette nicotine content. Results The relationship between NA and investigational CPD reduced over time for those in the VLNC group, but not for those in the NNC group. There was no significant relationship between change in PA and CPD over time for either cigarette group. Conclusions Smoking VLNC cigarettes disrupts the relationship between smoking and negative affect, which may help reduce nicotine dependence. Implications This study suggests that the association between NA and smoking behavior is reduced over time among those that smoked reduced-nicotine content cigarettes. This provides additional evidence that smoking reduced-nicotine content cigarettes may help reduce nicotine dependence. ",,http://dx.doi.org/10.1093/ntr/ntx068,,"Robinson, Jason D; Kypriotakis, George; Karam-Hage, Maher; Green, Charles E; Hatsukami, Dorothy K; Cinciripini, Paul M; Donny, Eric C","Department of Behavioral Science, University of Texas MD Anderson Cancer Center, Houston, TX; Department of Behavioral Science, University of Texas MD Anderson Cancer Center, Houston, TX; Department of Behavioral Science, University of Texas MD Anderson Cancer Center, Houston, TX; Department of Behavioral Science, University of Texas MD Anderson Cancer Center, Houston, TX; Center for Clinical Research and Evidence-Based Medicine, Department of Pediatrics, UTHealth, Houston, TX; Department of Psychiatry, University of Minnesota, Minneapolis, MN; Department of Behavioral Science, University of Texas MD Anderson Cancer Center, Houston, TX; Department of Psychology, University of Pittsburgh, Pittsburgh, PA"
1081,Nicotine & Tobacco Research,2015,Assessing and Predicting Susceptibility to Waterpipe Tobacco Use Among College Students,article,"Introduction: College youth susceptible to waterpipe tobacco smoking (WTS) represent an important target to intervene upon in order to prevent their uptake of this product. This study examined the performance of a 4-item susceptibility measure to WTS to predict future waterpipe use and correlates of susceptibility. Methods: A cohort of college students from 11 university campuses in North Carolina and Virginia completed an online survey in 2012 and again in 2013 that assessed WTS susceptibility and subsequent waterpipe use. Tobacco use, marijuana use, binge drinking, and sensation seeking were also assessed. Results: Overall, 964 students who reported having never used waterpipe tobacco in 2012 completed the online surveys both years. Overall, about 27% of college youth were susceptible to WTS each year. Participants susceptible in 2012 were 2.5 times more likely to report having used waterpipe tobacco the subsequent year than non-susceptible participants after controlling for significant correlates of waterpipe use. Correlates of susceptibility were: being male, past 30 day cigarette smoking, use of other tobacco products, binge drinking and marijuana use, as well as higher sensation seeking. Conclusions: A 4-item WTS susceptibility measure predicts future WTS. This measure can be used to identify and intervene upon susceptible college youth to curb further exploration of WTS. Indeed, a nontrivial proportion of college students found susceptible go on to use waterpipe tobacco within a year. ",,http://dx.doi.org/10.1093/ntr/ntu336,,"Lipkus, Isaac M.; Reboussin, Beth A.; Wolfson, Mark; Sutfin, Erin L.","Duke University School of Nursing, Durham, NC; Department of Biostatistical Sciences, Wake Forest School of Medicine, Winston-Salem, NC; Department of Biostatistical Sciences, Wake Forest School of Medicine, Winston-Salem, NC; Department of Biostatistical Sciences, Wake Forest School of Medicine, Winston-Salem, NC;"
1797,Nicotine & Tobacco Research,2018,Sex and Age Specific Projections of Smoking Prevalence in Spain: A Bayesian Approach,article,"Objectives To project future smoking prevalence rates in Spain by sex and age groups using Bayesian methods and to estimate the probability of a 30% relative reduction between 2010 and 2025. Methods We used the data from the Spanish National Health Surveys (2003, 2006, and 2011) to obtain information about current and former smoking. We reconstructed annual smoking rates from 1989 through 2011 by sex and 5-year age groups. The prevalence were projected for the period 2012–2025 using a Bayesian logistic binomial model and estimated the probability to achieve the 30% relative reduction endorsed by the WHO. We calculated the 95% credible interval (CrI) of the posterior distribution, which includes a 95% of the distribution of potential smoking prevalences. Results In men, the projections show a decline for crude (−2.64% annually, 95% CrI: −3.32; −1.97) and adjusted (−2.50%, 95% CrI:−3.14; −1.87) prevalence. In women, the projections show a decline for crude prevalence (−0.36%, 95% CrI: −1.02; −0.30)) and the age-adjusted prevalence (−1.02%, 95% CrI: −1.61, −0.47). By age groups, the decline is greater among women aged 15–39 years (−3.92%, 95% CrI: −4.92; −2.96)) while for women aged 40–64 years an increase (1.84%, 95% CrI: 1.06; 2.58) is expected. In men, the probability to achieve the WHO target is 0.728 and in women is less than 0.001. The age group 15–39 shows the highest probability to achieve the target. Conclusions The results suggest smoking prevalence will decrease during 2012–2025 in all age groups for both sexes except for women aged 40–64. We found that the WHO target of a 30% reduction in prevalence is likely to be achieved overall and in the 15–39 years age groups for both sexes, but not achieved for older women and it is uncertain whether it will be achieved for older men. These results highlight the need to strengthen public health interventions that focus on reducing tobacco use in adult women aged 40–64 years old. Implications We project a decrease in smoking prevalence in during 2012–2025 except for women aged 40–64. ",,http://dx.doi.org/10.1093/ntr/ntx120,,"Martín-Sánchez, Juan C; Martinez-Sanchez, Jose M; Bilal, Usama; Cleries, Ramon; Fu, Marcela; Lidón-Moyano, Cristina; Sureda, Xisca; Franco, Manuel; Fernandez, Esteve","Group of Evaluation of Health Determinants and Health Policies, Universitat Internacional de Catalunya, Sant Cugat del Vallès, Spain Group of Evaluation of Health Determinants and Health Policies, Universitat Internacional de Catalunya, Sant Cugat del Vallès, Spain Tobacco Control Unit, Cancer Prevention and Control Programme, Catalan Institute of Oncology-ICO, L’Hospitalet de Llobregat, Spain Cancer Control and Prevention Group, Bellvitge Biomedical Research Institute-IDIBELL, L’Hospitalet de Llobregat, Spain Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health Social and Cardiovascular Epidemiology Research Group, School of Medicine, University of Alcalá. Alcalá de Henares, Madrid, Spain Plan for Oncology of the Catalan Government, L’Hospitalet de Llobregat, Spain Department of Clinical Sciences, School of Medicine, Universitat de Barcelona, Barcelona, Spain Tobacco Control Unit, Cancer Prevention and Control Programme, Catalan Institute of Oncology-ICO, L’Hospitalet de Llobregat, Spain Cancer Control and Prevention Group, Bellvitge Biomedical Research Institute-IDIBELL, L’Hospitalet de Llobregat, Spain Department of Clinical Sciences, School of Medicine, Universitat de Barcelona, Barcelona, Spain Group of Evaluation of Health Determinants and Health Policies, Universitat Internacional de Catalunya, Sant Cugat del Vallès, Spain Social and Cardiovascular Epidemiology Research Group, School of Medicine, University of Alcalá. Alcalá de Henares, Madrid, Spain Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health Social and Cardiovascular Epidemiology Research Group, School of Medicine, University of Alcalá. Alcalá de Henares, Madrid, Spain Tobacco Control Unit, Cancer Prevention and Control Programme, Catalan Institute of Oncology-ICO, L’Hospitalet de Llobregat, Spain Cancer Control and Prevention Group, Bellvitge Biomedical Research Institute-IDIBELL, L’Hospitalet de Llobregat, Spain Department of Clinical Sciences, School of Medicine, Universitat de Barcelona, Barcelona, Spain"
1379,Nicotine & Tobacco Research,2016,Comorbidities and Tobacco Dependence Treatment Initiation,article," In this issue, the Comorbidities Workgroup of the SRNT Treatment Network, as part of its mission, publishes a review of comorbid conditions among people who smoke.  It addresses the prevalence and associated harms of smoking in psychiatric, cancer, pulmonary and cardiovascular comorbidities, and among individuals with human immunodeficiency virus infection related disorders. The authors summarize evidence-based arguments that smoking adversely affects disease outcome and treatment efficacy. They conclude that optimal strategies within each comorbid disease need to be defined. ",,http://dx.doi.org/10.1093/ntr/ntw039,,"Berlin, Ivan","Département de pharmacologie Université Pierre & Marie Curie, Faculté de médicine—Hôpital, Pitié-Salêtrière , Paris , France"
